bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
445,980,106,52,301,212,986,782,826,31,984,72,129,87,905,991,970,532,990,299,321,421,129,949,490,111,621,446,384,751,999,432,446
584,849,276,880,457,705,961,456,235,192,840,508,354,516,978,84,309,240,228,192,342,37,197,783,717,713,602,344,519,154,166,627,876
641,574,697,950,740,406,320,131,77,329,913,300,859,605,377,369,776,891,577,876,400,144,370,222,326,192,941,872,347,600,895,514,724
876,734,465,288,668,330,299,799,142,58,738,283,459,37,801,761,668,784,811,782,175,368,639,719,80,564,763,698,181,518,517,809,577
355,14,430,450,265,94,752,140,33,282,80,168,33,924,331,869,470,191,42,308,541,181,218,168,566,190,333,788,848,586,468,311,848
329,57,944,708,530,253,910,498,710,203,521,299,111,831,660,545,328,603,140,985,68,349,997,861,656,344,711,260,147,260,317,238,728
209,423,267,321,983,532,377,663,37,298,735,892,146,658,449,65,897,577,86,833,641,290,838,550,452,162,704,482,473,808,388,630,856
69,323,497,752,126,166,807,306,855,125,619,544,171,398,474,97,383,381,826,286,110,538,468,427,863,607,725,273,859,853,941,890,576
999,257,891,72,762,748,246,392,507,940,243,821,344,308,124,705,218,723,404,38,652,480,440,574,265,159,40,241,600,841,966,453,353
741,315,441,992,548,67,233,426,773,962,619,429,398,97,524,80,866,404,267,400,694,959,972,287,491,782,387,114,555,414,829,609,57
60,819,763,366,881,764,270,384,799,658,320,99,899,469,714,803,797,650,380,145,945,835,724,587,235,916,941,995,639,665,288,551,646
64,91,217,616,200,98,586,29,878,714,70,63,192,4,60,754,395,820,940,565,583,883,116,343,913,807,796,898,641,872,560,621,694
853,734,97,281,371,455,21,562,806,58,289,314,788,425,691,940,81,745,909,557,558,156,743,191,533,720,450,783,637,753,94,724,77
803,994,997,288,976,875,522,352,684,737,882,618,154,790,518,936,371,684,485,80,675,581,586,809,542,968,823,763,579,25,216,819,378
803,780,13,735,311,218,419,623,978,913,342,347,915,184,326,463,648,772,759,650,645,16,323,151,961,443,892,603,537,782,446,323,559
2,30,329,189,171,387,396,147,621,374,75,655,195,14,26,346,52,509,694,458,712,287,248,141,472,146,983,298,134,657,969,171,181
566,951,138,612,607,99,311,73,738,863,489,87,309,507,509,170,438,992,625,650,772,843,550,355,171,878,666,635,23,740,903,315,710
26,47,873,307,260,518,463,51,660,675,371,780,154,997,642,358,889,312,545,216,748,207,604,313,683,812,419,378,298,569,284,546,937
492,888,934,474,734,319,775,920,406,658,289,305,984,744,828,659,446,721,149,608,670,5,804,628,645,509,158,713,766,448,230,613,933
146,961,700,382,482,455,222,680,405,802,29,417,266,668,989,88,428,912,22,909,307,852,381,144,160,522,319,445,176,523,847,65,905
301,748,146,719,176,275,761,625,643,915,76,712,78,751,793,993,171,36,704,485,686,191,526,22,410,201,815,468,202,262,454,195,272
242,939,383,113,895,102,859,957,408,704,250,825,665,984,134,236,499,18,605,419,178,404,341,222,575,35,481,295,453,363,185,902,59
74,576,873,132,269,710,228,571,440,832,700,57,988,209,306,253,849,955,184,374,787,602,751,248,901,123,141,336,475,875,872,578,429
224,518,7,710,175,360,550,446,809,900,447,358,844,969,311,469,599,75,557,661,200,609,621,68,260,342,937,16,65,635,121,83,550
440,115,846,508,293,537,901,176,687,265,955,831,63,574,465,245,474,916,822,463,499,871,842,315,243,1000,122,908,929,670,379,750,194
723,29,896,857,887,444,469,288,961,935,480,487,755,196,371,102,548,262,651,131,873,235,142,639,842,848,689,899,631,343,231,126,280
685,678,273,450,865,569,765,181,68,238,872,428,85,997,967,636,943,493,101,497,559,36,399,676,212,368,835,310,566,292,328,523,39
818,595,726,265,791,519,759,49,57,418,374,403,582,944,823,550,141,819,262,626,162,324,604,607,319,411,550,216,639,840,67,402,282
314,915,469,494,694,109,390,109,742,54,833,659,886,334,378,698,494,528,387,80,186,875,784,795,525,161,625,219,976,856,268,513,211
163,464,748,658,713,908,241,321,180,580,506,403,904,528,124,482,979,900,205,201,507,6,254,361,408,692,185,900,920,2,897,333,561
881,629,887,232,667,971,877,63,364,676,376,273,128,502,491,545,774,1000,175,470,280,647,424,484,892,858,894,895,819,592,12,723,812
94,667,969,84,525,685,534,537,206,491,305,961,380,129,634,329,456,267,404,242,873,636,423,746,911,424,502,164,530,444,788,271,884
76,40,315,678,720,127,823,876,199,883,652,752,427,8,20,490,345,751,962,924,263,548,463,728,541,182,925,118,445,254,808,531,177
219,123,429,974,201,342,444,128,39,697,533,293,540,924,617,14,605,919,431,454,217,356,449,921,997,851,585,323,749,192,213,174,35
679,164,268,233,372,138,976,751,615,690,585,350,499,796,352,573,709,198,606,481,696,88,526,834,678,136,658,496,462,438,920,941,485
670,969,845,227,201,483,704,772,463,584,322,126,578,357,608,925,880,970,710,683,621,617,671,802,590,950,986,32,674,759,734,717,108
591,815,490,899,567,175,889,891,977,180,544,144,536,342,308,922,782,1,109,205,130,133,581,436,380,678,264,931,905,325,579,384,142
674,933,815,154,685,732,46,14,207,504,988,196,774,494,767,280,409,851,37,222,158,50,405,632,841,956,989,408,116,936,319,506,33
148,820,738,218,515,690,214,659,762,973,451,993,450,817,82,570,788,322,27,737,39,640,105,58,807,211,339,812,743,473,348,519,225
892,887,937,448,822,742,987,718,672,382,253,685,26,157,507,244,832,31,151,373,959,214,360,789,687,866,852,772,623,758,870,270,575
215,775,176,792,557,486,632,552,1000,514,268,641,269,381,755,371,735,221,552,12,714,125,450,758,308,217,438,777,899,605,815,591,601
773,603,265,329,895,760,6,65,179,563,124,40,346,150,884,258,405,450,955,799,384,831,431,907,166,431,53,471,326,852,357,493,487
22,795,105,791,27,139,79,873,269,432,947,289,106,643,41,12,420,716,444,371,8,958,457,378,523,403,399,376,878,23,543,999,950
931,364,496,984,445,177,645,213,733,511,862,386,878,824,200,106,985,132,308,238,36,593,357,114,836,427,418,845,876,937,176,832,629
649,647,141,78,182,14,528,648,244,591,722,418,440,575,514,477,986,218,853,536,378,299,111,797,568,662,571,625,636,852,122,696,17
746,948,900,687,482,792,281,446,190,430,299,633,860,132,800,81,264,749,716,99,298,142,832,215,355,200,372,621,912,715,985,153,530
85,35,835,548,320,320,44,567,54,288,333,930,126,908,312,473,345,331,295,389,676,150,665,138,189,909,523,398,107,341,163,115,438
754,88,379,285,904,851,396,427,931,797,461,622,99,776,590,948,450,780,982,719,475,449,198,718,451,316,682,18,608,981,403,255,65
433,294,713,827,724,280,417,900,35,2,846,361,248,647,566,812,603,113,100,982,268,755,118,876,715,836,981,591,610,148,718,376,283
262,288,386,39,825,592,395,307,154,43,449,840,398,376,954,802,372,913,751,70,894,998,730,202,90,140,633,997,609,652,720,618,164
186,330,259,686,486,6,585,349,87,881,616,945,636,812,437,125,706,98,640,972,502,829,852,816,664,458,735,893,926,941,466,731,494
954,913,213,930,764,493,6,611,170,495,897,80,37,632,175,621,614,810,970,36,339,849,744,750,322,7,150,716,508,441,172,495,259
273,369,291,939,138,506,451,21,689,868,415,352,118,595,309,217,334,653,889,474,561,354,974,423,498,1,862,574,9,157,468,576,544
948,449,613,341,961,241,580,865,267,81,230,917,476,862,855,823,737,168,46,675,875,728,844,39,97,21,10,239,45,986,549,135,674
726,158,631,485,565,157,236,403,685,600,932,75,646,140,730,10,727,830,398,274,774,258,706,13,104,544,176,669,167,884,962,853,514
747,126,623,951,313,97,594,824,27,896,777,650,879,883,968,673,372,544,157,670,176,32,944,675,65,51,201,783,120,223,220,573,73
626,850,515,434,385,886,448,762,208,108,743,207,636,836,67,571,144,16,899,533,436,940,392,81,272,208,986,357,737,781,841,979,527
662,157,758,793,764,261,978,654,545,329,804,270,172,111,647,265,40,833,32,193,749,941,694,427,25,610,474,881,622,345,502,618,249
421,412,262,204,37,992,386,720,980,828,700,682,49,812,425,878,372,906,150,994,968,926,195,821,892,60,326,386,96,179,520,871,137
216,733,855,322,864,172,779,317,972,50,983,82,795,633,451,242,624,602,593,810,459,786,58,616,442,995,650,658,989,386,354,453,471
265,212,928,133,398,216,525,622,350,251,923,897,219,812,838,473,848,793,200,889,816,813,502,59,466,325,485,480,47,219,92,220,660
491,687,15,822,107,491,215,267,814,159,177,51,551,786,275,554,242,812,716,321,719,561,78,252,22,786,621,184,949,760,29,513,73
407,164,983,62,481,659,936,991,144,838,930,598,205,250,503,416,658,623,389,824,504,247,440,843,982,266,430,299,180,745,919,434,82
401,71,815,140,911,290,584,575,842,913,968,543,977,67,31,678,460,429,413,135,642,178,315,29,792,198,389,356,160,89,580,505,705
569,442,918,71,878,48,97,580,445,151,212,806,398,683,411,646,371,4,66,651,369,28,331,656,186,878,527,87,492,221,274,100,515
984,868,141,673,306,850,394,996,21,401,393,896,714,542,967,972,339,5,415,495,453,204,423,727,450,358,566,785,989,395,491,131,862
373,285,717,460,153,360,917,164,550,67,604,849,321,467,694,563,535,86,409,72,313,212,971,99,372,696,533,647,294,210,329,123,409
653,151,972,399,785,599,569,235,497,360,7,887,284,5,765,514,943,281,851,622,820,778,870,69,223,634,451,393,778,654,807,263,945
401,123,117,298,283,110,449,937,736,256,741,678,492,466,187,328,68,730,154,729,749,492,709,321,746,272,63,707,92,697,691,227,967
820,350,296,306,159,767,336,229,685,872,65,557,164,387,847,396,714,358,284,672,98,267,258,881,457,760,939,211,67,575,704,622,289
109,970,249,948,72,467,52,814,439,438,280,233,310,571,180,278,331,820,38,626,759,313,188,42,267,403,975,722,427,91,417,482,261
944,621,389,732,636,906,163,61,224,502,722,225,29,380,846,469,393,232,977,994,836,136,668,149,91,434,925,778,573,855,61,846,959
510,301,112,823,235,718,498,716,203,966,429,48,922,732,565,747,200,783,670,884,581,301,666,39,121,721,745,573,395,969,528,533,934
78,481,724,453,488,102,368,958,268,384,550,413,102,910,280,508,374,991,127,231,248,340,752,893,598,131,191,190,851,817,317,153,945
174,371,727,286,908,23,654,520,68,369,832,64,91,728,240,68,813,83,145,18,161,932,641,169,430,541,258,316,999,589,47,110,628
674,149,58,523,618,646,192,865,604,250,468,724,706,539,910,249,782,367,256,997,826,79,454,825,127,201,506,1,1,894,773,444,202
170,53,6,223,328,422,128,312,579,743,64,747,387,59,997,301,308,888,70,649,240,541,631,574,581,548,772,972,146,426,711,791,342
418,514,127,858,367,220,222,732,295,938,432,510,435,977,506,872,385,624,256,320,545,804,341,597,534,301,185,251,92,868,564,51,179
649,473,420,438,44,521,621,68,147,135,955,12,630,177,434,535,334,344,398,125,857,293,174,689,866,7,43,741,587,480,133,673,68
690,52,243,998,94,475,117,345,795,258,132,88,101,358,632,137,303,100,350,947,773,261,854,856,247,576,667,158,565,812,734,693,506
351,911,189,601,24,303,331,326,500,225,632,788,517,567,984,880,170,607,369,142,181,331,854,637,858,882,338,21,239,183,685,133,83
383,88,50,75,359,899,463,28,17,259,310,916,331,357,841,539,903,551,729,244,363,772,710,853,300,45,144,483,38,479,774,721,200
910,744,215,163,124,749,693,195,276,720,770,245,648,756,921,687,308,719,617,560,407,974,248,639,165,821,816,774,990,907,375,805,562
176,221,894,208,571,641,813,175,713,110,967,201,572,169,127,479,103,499,239,892,296,4,127,67,697,58,527,820,521,493,718,41,619
624,783,44,344,989,350,815,147,936,65,430,991,851,686,643,706,483,56,156,806,36,316,894,835,303,285,205,830,887,424,863,605,714
745,596,986,905,710,935,687,917,922,14,794,617,320,940,495,684,157,685,554,215,804,940,43,148,497,715,698,172,500,330,445,622,674
333,575,965,898,784,415,7,643,580,111,730,153,28,763,746,364,42,802,926,141,322,257,950,668,830,88,568,239,892,548,527,698,547
717,783,698,734,812,303,938,645,729,550,234,728,767,578,313,843,959,825,936,802,213,931,760,59,419,508,256,183,840,190,338,947,500
956,715,754,753,414,70,447,587,480,56,883,901,154,874,539,686,842,470,997,365,457,552,885,987,974,129,855,158,768,74,202,287,415
759,222,107,564,413,994,540,203,320,730,149,818,825,638,550,169,954,68,947,876,481,448,296,267,601,542,842,442,148,774,137,711,868
308,11,632,757,987,561,199,425,743,165,102,642,572,658,597,311,338,569,270,553,744,209,850,895,515,852,669,491,359,336,844,823,133
991,194,983,376,481,367,305,530,763,171,648,564,562,445,470,314,324,960,150,232,620,676,456,463,871,461,914,968,942,431,903,752,799
782,842,591,135,995,183,188,560,353,716,788,323,464,556,417,27,484,213,804,790,277,313,391,888,189,696,494,118,703,436,439,390,838
641,509,552,870,650,480,142,109,180,388,961,498,415,895,491,85,616,67,203,578,532,473,441,248,909,572,479,855,95,260,255,862,944
46,298,367,319,644,615,708,951,932,482,494,386,406,689,903,307,59,11,91,469,493,913,304,968,602,34,51,519,909,744,585,65,247
196,666,297,203,626,605,608,628,94,657,774,920,496,470,207,263,502,509,301,618,713,306,531,44,510,921,779,670,680,391,92,442,33
326,402,120,917,722,284,166,623,385,275,323,295,872,898,355,689,468,563,710,533,326,529,677,730,174,401,931,331,214,380,849,496,380
674,286,222,128,800,777,688,226,216,608,451,54,892,79,646,72,508,510,277,576,225,406,823,548,543,680,509,266,904,746,476,621,710
642,328,753,670,351,320,753,154,785,830,376,947,455,730,695,867,453,106,550,966,949,473,521,369,286,833,438,149,894,995,535,176,477
539,145,634,320,896,625,290,685,840,377,255,123,252,892,824,249,646,575,164,222,754,348,693,776,530,959,859,895,274,854,531,425,104
410,829,739,666,872,712,69,401,376,999,810,944,317,9,625,231,524,402,653,925,940,738,782,355,880,821,25,168,599,699,439,578,688
803,321,352,897,145,761,860,338,94,334,862,782,17,680,241,613,322,798,606,627,19,190,40,390,154,813,869,332,317,393,792,368,426
472,201,266,399,516,616,273,389,842,361,910,790,600,937,408,2,97,181,2,110,399,609,288,899,743,420,665,678,177,380,519,626,489
398,268,266,711,436,128,862,72,924,883,847,590,578,157,406,404,9,725,709,620,395,544,27,803,683,141,894,25,874,276,258,460,143
449,892,260,463,743,301,581,857,459,86,870,715,181,400,671,894,593,877,987,759,323,955,9,316,566,170,165,138,611,731,696,70,869
171,492,234,493,352,833,162,857,653,894,678,167,400,864,369,77,606,3,902,488,825,321,476,636,551,3,824,293,96,707,292,483,868
537,523,246,287,735,570,373,688,133,204,113,867,77,755,499,397,995,843,220,641,816,28,551,158,939,605,242,973,295,917,691,240,380
773,729,476,150,71,817,605,187,264,45,268,797,620,231,890,909,323,594,492,727,576,761,818,946,274,168,996,586,847,652,484,975,14
299,652,873,116,85,827,348,655,205,502,434,646,906,663,184,897,434,112,549,141,997,437,94,35,723,844,698,199,73,898,301,721,708
587,634,368,889,538,553,644,805,539,881,451,924,728,172,898,290,903,165,6,757,22,347,320,697,87,552,558,745,439,945,382,411,385
637,206,723,266,586,421,93,870,394,90,115,143,373,6,113,64,751,258,596,273,916,994,934,468,462,505,784,513,565,563,886,115,377
435,629,814,990,878,631,611,899,718,895,274,316,885,640,223,996,862,600,822,60,14,11,581,560,173,136,406,213,970,112,28,43,254
209,356,964,624,257,7,742,122,377,591,5,633,889,492,838,677,93,475,894,481,988,988,380,334,54,939,392,622,364,154,621,970,47
283,194,159,331,944,29,8,804,406,655,785,802,42,23,704,538,874,431,600,76,385,355,462,931,908,79,526,276,223,586,522,844,962
53,617,368,836,331,303,728,679,564,266,690,605,390,200,317,270,190,411,253,27,857,88,235,705,827,344,124,371,508,125,983,601,447
41,243,350,942,12,70,796,963,854,493,900,269,630,979,108,599,801,861,150,421,390,912,709,331,702,557,338,291,765,972,443,890,917
533,875,406,332,996,511,528,905,226,773,399,680,594,962,881,425,782,481,583,901,451,392,434,851,388,805,450,23,362,105,480,967,93
196,768,63,260,895,979,995,250,654,382,603,868,416,26,411,492,913,979,558,502,758,949,201,178,206,371,142,507,501,133,685,192,439
574,628,469,55,745,64,664,871,521,880,184,191,218,208,324,268,610,966,589,211,791,38,194,346,954,201,985,621,851,30,992,872,864
145,522,412,938,751,468,760,777,870,710,389,919,472,52,409,133,269,248,389,748,631,352,623,507,521,678,273,462,625,966,244,889,566
863,444,359,568,788,93,122,684,150,13,118,276,47,563,735,359,794,366,864,27,278,567,409,419,871,563,459,964,65,495,978,320,595
335,701,602,593,287,254,26,231,392,543,749,943,273,364,861,925,339,609,452,900,886,251,902,839,637,544,754,194,691,124,12,356,483
687,665,737,813,285,935,234,793,707,839,359,204,805,191,894,30,129,786,817,27,509,548,373,469,895,258,860,185,102,267,397,177,583
713,448,750,214,747,486,645,968,62,884,795,589,294,199,672,555,857,493,194,426,288,456,237,605,988,781,488,610,898,668,565,747,991
849,754,538,886,308,979,806,533,456,920,650,165,940,791,957,367,735,121,364,672,349,723,434,987,779,243,919,372,498,529,928,520,264
75,335,58,608,769,890,332,487,417,81,891,449,704,461,77,172,878,396,550,241,353,535,60,547,205,191,574,981,64,64,569,610,748
485,942,62,713,708,476,126,188,770,382,81,881,1000,540,828,601,207,188,527,156,149,834,550,288,936,206,113,795,259,655,208,774,243
224,763,945,105,973,931,138,277,832,728,643,911,44,463,508,855,512,529,541,588,654,366,886,727,146,927,361,612,749,868,868,910,902
839,273,292,642,882,89,975,540,481,775,94,710,30,219,655,267,612,864,956,223,631,498,200,258,198,464,690,766,755,276,164,544,864
295,116,214,90,642,469,333,871,417,805,956,69,832,611,868,548,217,279,208,57,922,959,877,719,238,891,124,979,411,801,322,495,746
922,619,706,483,619,937,114,709,555,72,268,780,30,191,387,760,62,694,476,472,743,418,248,781,841,669,640,833,416,221,211,343,789
747,793,848,532,159,172,238,455,511,2,359,932,5,391,170,75,873,850,288,572,104,349,934,476,979,138,993,414,588,403,153,561,300
788,520,431,943,216,978,385,837,223,465,197,451,635,236,876,351,514,580,856,337,247,12,565,761,893,528,71,616,807,685,513,240,552
327,721,840,980,149,566,855,322,167,502,138,225,747,287,353,160,112,939,526,902,272,884,911,234,727,577,548,282,243,62,526,794,117
966,818,872,341,807,564,415,539,957,662,166,767,206,828,175,77,995,847,510,228,335,610,379,126,932,656,349,324,740,91,442,196,521
571,737,218,25,858,676,884,402,187,355,975,983,901,267,268,729,97,936,342,612,704,478,779,593,765,975,575,967,825,919,291,983,900
269,166,828,311,651,426,498,531,180,717,587,50,777,12,368,53,574,22,977,179,665,854,462,685,622,224,134,904,180,383,639,821,927
320,158,419,593,617,596,732,408,999,536,41,432,463,864,599,772,119,479,172,517,901,829,480,472,104,805,589,816,766,918,421,217,712
975,149,220,499,286,777,578,880,249,894,490,382,244,318,740,959,425,466,274,396,23,146,930,975,30,27,891,892,646,883,457,299,431
573,263,24,269,413,390,461,3,821,945,747,496,667,149,200,682,102,833,370,703,825,14,180,301,8,251,282,158,487,264,735,203,484
204,594,305,423,981,311,47,357,969,671,163,189,453,957,39,642,329,963,110,387,333,284,900,272,231,515,276,890,974,238,9,877,481
481,404,936,367,971,364,40,22,469,739,487,148,597,893,628,625,125,6,822,812,447,257,814,357,644,927,273,703,383,196,619,120,561
988,740,717,8,461,535,84,262,141,898,46,366,2,671,408,99,140,680,13,40,3,263,307,758,422,840,718,255,467,657,165,766,3
873,212,448,863,792,112,891,481,375,650,161,126,545,788,743,419,566,353,447,181,644,665,38,336,47,571,153,961,898,412,196,294,943
423,280,225,29,411,95,968,139,824,370,635,310,245,746,31,193,853,52,431,355,472,34,158,529,885,68,973,22,279,655,565,854,492
934,819,387,807,136,193,91,354,536,557,190,142,338,72,708,459,319,506,1000,756,367,846,379,465,50,560,283,7,544,402,874,205,293
774,814,861,11,427,824,526,46,791,43,398,823,785,610,828,913,534,738,799,82,535,312,338,79,904,425,463,426,664,746,30,320,981
831,773,432,685,160,855,751,98,119,341,704,218,476,804,157,154,391,544,248,649,507,918,507,658,855,283,251,419,788,312,488,371,51
235,955,15,71,573,92,873,648,380,715,511,229,455,938,712,429,369,89,577,146,140,714,53,50,838,513,473,203,893,201,641,339,566
319,665,144,403,480,88,963,790,685,556,699,604,780,478,509,416,107,437,965,159,323,121,138,909,632,4,240,819,38,151,907,76,691
664,313,243,235,885,975,192,718,908,33,915,109,965,619,86,904,521,744,687,314,110,17,828,345,941,648,128,190,8,77,834,609,834
460,670,884,877,745,227,270,744,388,100,675,46,135,341,467,393,536,838,597,656,399,337,511,498,957,16,172,570,416,502,377,415,435
795,967,271,934,32,132,806,258,727,465,223,799,52,451,443,215,825,358,797,244,445,154,18,684,437,712,511,189,266,525,448,881,1000
582,32,475,511,46,136,787,221,770,750,406,314,704,277,566,729,142,434,586,324,628,297,277,853,280,532,921,801,745,59,597,843,931
855,482,789,854,530,188,456,495,686,565,136,205,493,734,480,280,567,351,986,884,127,854,143,289,836,164,303,964,439,326,983,130,834
997,680,739,474,130,603,439,992,551,488,136,413,776,171,134,859,862,132,811,90,981,810,323,400,445,682,723,662,669,198,485,556,239
16,100,4,226,381,403,980,982,121,512,919,729,498,716,826,194,854,977,84,445,985,204,442,209,90,66,863,492,421,348,146,987,903
577,407,87,746,714,997,454,595,137,570,608,318,998,893,236,97,753,986,241,422,153,312,15,836,923,129,960,624,294,723,105,909,3
568,620,132,190,239,390,684,60,698,467,166,936,212,605,146,447,643,333,940,174,351,105,726,459,306,968,642,320,78,760,291,733,835
836,671,54,885,193,745,687,809,948,209,555,288,562,790,338,327,418,110,652,963,835,896,282,987,400,443,789,800,700,267,227,770,272
651,337,270,223,273,93,974,372,999,843,560,900,733,862,205,3,636,55,103,46,398,930,920,40,380,172,733,978,666,238,931,712,271
633,332,315,688,133,41,852,933,326,400,331,839,258,927,872,811,860,573,230,489,364,789,405,549,885,476,694,529,500,842,384,973,948
751,332,635,787,709,910,269,275,307,90,621,214,545,663,594,534,183,407,81,917,862,625,852,679,321,787,918,23,871,528,538,267,143
362,433,65,764,494,561,291,672,679,759,143,262,565,644,547,332,306,203,847,965,455,998,122,51,207,877,439,44,716,310,41,123,657
75,23,902,324,67,153,643,664,812,870,385,856,887,172,366,210,963,813,131,776,169,493,59,578,832,45,412,614,162,369,408,575,846
702,492,49,293,818,44,622,626,50,100,218,785,362,710,299,121,27,588,692,977,62,407,587,384,295,965,624,775,409,103,975,658,37
543,10,840,760,957,170,217,895,664,376,342,46,615,88,88,558,485,637,198,342,203,20,460,414,856,575,311,379,268,375,317,39,333
795,726,599,86,42,817,275,388,378,21,813,162,816,61,22,621,844,336,248,69,718,739,977,382,328,733,643,414,705,450,765,594,622
717,806,346,495,117,664,362,473,972,843,350,174,986,190,714,9,903,543,369,53,112,825,747,520,54,862,233,374,831,489,372,127,297
328,784,818,479,944,459,301,522,362,316,973,429,290,766,868,892,887,273,665,98,931,515,746,490,560,306,810,897,674,431,14,538,244
138,285,674,745,288,550,280,756,763,743,210,111,85,62,4,945,785,405,177,651,991,889,71,910,524,920,937,572,507,617,511,423,750
805,99,305,596,999,263,552,991,561,191,243,840,420,549,327,254,256,642,287,763,364,867,433,559,326,943,664,186,954,232,360,670,857
1,422,74,700,738,255,626,148,21,679,529,392,968,6,826,4,616,781,862,496,890,180,599,753,722,275,468,514,294,497,765,155,599
148,653,727,433,771,430,492,474,646,77,911,728,774,356,265,746,24,659,260,648,50,663,761,464,860,186,394,813,675,193,823,502,742
242,187,672,416,30,190,987,566,462,12,836,804,485,460,105,798,916,101,731,262,715,366,255,152,479,942,513,467,491,687,200,647,549
789,194,169,767,978,313,527,397,233,458,758,303,316,362,502,61,820,470,520,811,378,81,846,991,724,280,685,194,740,528,528,476,312
525,965,44,924,628,972,498,139,77,99,933,735,519,407,369,786,673,213,398,195,342,228,537,630,420,104,724,172,489,716,419,702,872
984,287,839,150,909,491,403,426,774,694,489,412,200,76,482,822,907,213,214,932,720,409,322,402,22,432,446,336,41,624,443,96,218
38,826,393,479,862,997,819,602,839,485,215,780,137,842,956,145,108,208,472,710,726,145,933,9,615,585,922,394,425,895,344,503,15
776,173,859,822,11,817,196,282,165,253,399,239,236,851,373,151,962,818,76,105,396,3,953,22,501,251,420,152,511,394,329,452,903
731,10,329,462,306,527,708,603,404,299,234,814,1000,662,820,643,290,467,669,892,801,857,405,478,764,253,455,392,379,874,120,122,674
135,137,325,81,963,875,520,223,238,348,119,982,58,540,933,632,209,14,258,833,503,949,504,582,522,469,569,480,561,676,706,828,369
389,938,267,430,45,929,837,678,429,933,71,331,472,454,723,19,462,590,712,739,585,88,946,726,352,91,266,337,310,620,223,527,216
327,500,685,311,312,147,545,694,995,861,596,784,945,147,204,908,664,32,20,119,600,158,12,320,532,758,286,341,247,633,614,69,666
511,573,679,745,532,524,895,593,892,837,753,389,386,550,289,668,95,962,763,872,410,215,379,659,886,830,754,518,985,44,639,606,264
369,593,221,733,839,908,704,664,915,312,346,880,825,780,621,229,458,587,359,308,633,624,558,239,807,15,88,643,879,979,481,362,357
989,432,4,912,368,351,573,759,864,656,327,402,269,262,575,187,53,474,991,332,909,576,58,988,925,354,703,911,650,253,263,577,564
99,688,464,470,672,824,851,479,417,255,364,1,747,769,534,907,302,535,550,598,413,150,30,691,980,867,215,652,409,375,906,362,422
55,27,559,435,574,425,508,425,541,182,846,215,227,431,125,634,819,627,298,973,460,100,868,73,671,17,516,894,831,325,578,476,43
864,637,289,17,458,53,457,805,276,251,437,426,3,617,454,599,559,184,990,705,340,521,693,238,882,155,385,253,950,361,287,808,881
994,412,569,715,978,197,305,174,375,830,667,450,305,756,348,560,458,741,740,459,310,5,356,970,394,239,796,586,567,12,824,349,762
583,737,235,583,213,289,812,198,576,181,355,108,627,344,130,980,660,446,452,122,5,557,137,343,898,547,139,404,185,8,649,499,96
53,247,292,109,259,131,365,554,280,711,346,68,875,146,671,256,760,76,159,451,767,232,33,205,482,3,820,237,786,587,738,508,907
152,834,409,846,262,723,705,45,779,165,709,261,963,505,945,676,792,669,250,701,332,50,805,152,715,838,951,253,942,770,735,812,161
977,742,757,847,942,963,345,483,456,517,535,661,45,491,908,579,195,123,203,709,983,978,46,194,545,96,705,716,886,308,234,146,323
973,118,369,23,852,984,520,52,526,681,831,800,21,573,480,840,459,475,211,227,51,831,579,282,183,491,418,582,686,638,792,585,931
810,957,882,489,132,454,927,722,833,547,788,623,663,996,483,290,362,168,787,503,256,210,778,399,707,287,789,925,120,443,17,60,334
130,846,240,314,573,488,713,379,510,313,729,320,490,596,816,218,193,510,680,570,286,462,880,753,593,245,735,747,778,915,123,688,457
378,142,698,988,519,124,892,981,299,523,451,675,673,198,60,128,448,793,255,202,873,35,862,665,571,248,101,672,80,137,300,917,111
125,460,602,821,345,842,603,909,920,930,364,446,113,974,435,317,951,764,891,566,963,823,704,752,22,654,518,786,351,148,520,680,652
726,545,590,754,948,749,826,745,27,542,823,412,520,942,10,615,576,545,548,332,979,270,835,126,724,874,808,483,807,237,361,549,634
215,80,937,334,139,525,424,890,40,946,126,256,690,491,388,15,382,6,926,949,929,517,552,123,977,466,704,352,75,857,34,741,163
226,577,292,467,984,676,529,605,196,451,800,423,246,859,353,920,643,530,550,228,506,790,630,164,213,729,216,93,460,112,70,387,250
240,666,745,87,820,731,933,495,320,697,729,152,566,569,297,415,587,245,520,718,996,260,588,282,24,835,266,516,982,835,37,480,793
986,996,936,563,431,205,814,249,757,443,824,262,860,857,220,676,826,112,315,28,773,2,800,537,328,981,598,572,911,47,77,217,775
631,665,268,702,151,889,228,23,243,382,805,73,661,999,954,771,701,784,377,708,606,127,782,282,56,847,568,590,817,427,967,592,597
935,351,714,605,716,550,234,943,491,464,338,300,751,679,408,364,27,870,981,594,619,344,571,858,397,607,150,72,82,825,107,549,859
928,879,470,745,995,522,147,742,222,711,94,310,290,63,280,839,559,299,853,140,419,515,249,973,60,19,706,329,876,362,174,555,202
32,155,438,16,3,996,272,441,468,534,690,981,462,612,960,585,503,538,985,212,745,305,673,977,852,626,75,67,587,308,492,288,72
296,797,194,245,3,269,339,865,707,679,329,833,81,765,462,509,12,712,672,594,732,57,419,354,249,879,543,355,977,232,438,749,545
